worker,problem,example,row,col,posterior,response_time
ACAG55WGVAEBW,12,3,5,1,0.97,2733
ACAG55WGVAEBW,12,4,6,5,1,2776
ACAG55WGVAEBW,28,1,5,2,0.21,8543
ACAG55WGVAEBW,28,2,5,5,0.34,7731
ACAG55WGVAEBW,28,3,3,2,0.47,9568
ACAG55WGVAEBW,28,4,3,5,0.55,2541
ACAG55WGVAEBW,6,1,1,3,0.09,7580
ACAG55WGVAEBW,6,2,6,4,0.3,5001
ACAG55WGVAEBW,6,3,6,3,0.45,17102
ACAG55WGVAEBW,6,4,1,4,0.51,2582
ACAG55WGVAEBW,27,1,5,1,0.24,14651
ACAG55WGVAEBW,27,2,5,2,0.32,2669
ACAG55WGVAEBW,3,1,3,3,0.38,3801
ACAG55WGVAEBW,3,2,4,4,0.46,3049
ACAG55WGVAEBW,3,3,3,4,0.54,2627
ACAG55WGVAEBW,3,4,4,3,0.64,3541
ACAG55WGVAEBW,33,1,2,3,0.35,5945
ACAG55WGVAEBW,33,2,2,4,0.42,2693
ACAG55WGVAEBW,33,3,5,3,0.53,5600
ACAG55WGVAEBW,33,4,5,4,0.62,2606
A1T643M1P572AA,19,1,6,3,0.42,15236
A1T643M1P572AA,19,2,5,5,0.18,19476
A1T643M1P572AA,19,3,3,3,0.58,8062
A1T643M1P572AA,19,4,3,6,0.6,11755
A1T643M1P572AA,31,1,5,2,0.18,18229
A1T643M1P572AA,31,2,5,4,0.47,18798
A1T643M1P572AA,29,1,4,3,0.12,9908
A1T643M1P572AA,29,2,2,5,0.25,6120
A1T643M1P572AA,29,3,5,5,0.37,6878
A1T643M1P572AA,29,4,5,3,0.5,8028
A1T643M1P572AA,6,1,1,3,0.44,5041
A1T643M1P572AA,6,2,3,6,0.54,5870
A1T643M1P572AA,30,1,2,5,0.18,5829
A1T643M1P572AA,30,2,3,5,0.13,8517
A1T643M1P572AA,30,3,4,2,0.37,8573
A1T643M1P572AA,30,4,5,2,0.38,2773
A1T643M1P572AA,21,1,2,4,0.25,15604
A1T643M1P572AA,21,2,4,4,0.26,11185
A1T643M1P572AA,21,3,3,3,0.26,5523
A1T643M1P572AA,21,4,3,4,0.28,2662
A1T643M1P572AA,8,1,2,3,0.46,7920
A1T643M1P572AA,8,2,3,4,0.46,9366
A1T643M1P572AA,8,3,2,4,0.48,2509
A1T643M1P572AA,8,4,4,4,0.5,6486
A1T643M1P572AA,5,1,5,1,0.2,6677
A1T643M1P572AA,5,2,5,2,0.2,3580
A1T643M1P572AA,36,1,1,3,0.4,3677
A1T643M1P572AA,36,2,1,4,0.47,4229
A1T643M1P572AA,36,3,3,3,0.48,6885
A1T643M1P572AA,36,4,3,4,0.49,7878
A1T643M1P572AA,11,1,2,4,0.25,4893
A1T643M1P572AA,11,2,5,1,0.45,5190
A1T643M1P572AA,11,3,5,6,0.48,4885
A1T643M1P572AA,11,4,2,3,1,6876
A1T643M1P572AA,24,1,1,4,0.48,73226
A1T643M1P572AA,24,2,6,4,0.5,8293
A1T643M1P572AA,24,3,5,3,0.5,5493
A1T643M1P572AA,24,4,1,3,0.5,6269
A1T643M1P572AA,13,1,5,2,0.61,6813
A1T643M1P572AA,13,2,5,5,1,6182
A1T643M1P572AA,2,1,1,2,0.5,4734
A1T643M1P572AA,2,2,6,5,1,6898
A1T643M1P572AA,18,1,5,2,0.27,12163
A1T643M1P572AA,18,2,2,5,0.33,10380
A1T643M1P572AA,17,1,2,5,0.21,7061
A1T643M1P572AA,17,2,5,4,0.27,9593
A1T643M1P572AA,17,3,2,3,0.61,7395
A1T643M1P572AA,17,4,5,2,0.69,8949
A1T643M1P572AA,1,1,1,3,0.48,5317
A1T643M1P572AA,1,2,3,1,0.49,8684
A1T643M1P572AA,1,3,4,6,0.63,6957
A1T643M1P572AA,1,4,3,6,0.63,3965
A1T643M1P572AA,3,1,3,3,0.24,5398
A1T643M1P572AA,3,2,4,4,0.24,2710
A1T643M1P572AA,7,1,5,3,0.46,7069
A1T643M1P572AA,7,2,5,5,0.48,4350
A1T643M1P572AA,10,1,6,4,0.22,9557
A1T643M1P572AA,10,2,5,5,0.22,8989
A1T643M1P572AA,25,1,4,1,0.22,6810
A1T643M1P572AA,25,2,3,6,0.22,6334
A1T643M1P572AA,9,1,4,1,0.2,8846
A1T643M1P572AA,9,2,2,1,0.21,4748
A1T643M1P572AA,9,3,5,3,0.21,4013
A1T643M1P572AA,9,4,2,2,0.22,4028
A1T643M1P572AA,15,1,3,2,0.46,8269
A1T643M1P572AA,15,2,5,2,0.76,12214
A1T643M1P572AA,4,1,2,1,0.48,4516
A1T643M1P572AA,4,2,4,5,0.51,10253
A1T643M1P572AA,14,1,4,3,0.23,9228
A1T643M1P572AA,14,2,4,4,0.23,7668
A1T643M1P572AA,32,1,1,2,0.21,5478
A1T643M1P572AA,32,2,2,3,0.34,4358
A1T643M1P572AA,32,3,6,2,0.4,5213
A1T643M1P572AA,32,4,5,3,0.68,4942
A1T643M1P572AA,27,1,3,2,0.2,62626
A1T643M1P572AA,27,2,6,6,0.22,7220
A1T643M1P572AA,27,3,5,2,0.22,6303
A1T643M1P572AA,27,4,3,5,0.22,4871
A1T643M1P572AA,28,1,3,2,0.23,4380
A1T643M1P572AA,28,2,5,5,0.25,8597
A1T643M1P572AA,39,1,1,2,0.46,17540
A1T643M1P572AA,39,2,5,5,0.46,8713
A1T643M1P572AA,35,1,6,1,0.47,8877
A1T643M1P572AA,35,2,6,5,0.47,6821
A1T643M1P572AA,35,3,5,5,0.47,5109
A1T643M1P572AA,35,4,5,2,0.48,2756
A1T643M1P572AA,23,1,1,2,0.21,4829
A1T643M1P572AA,23,2,2,3,0.21,10757
A1T643M1P572AA,34,1,2,2,0.46,4826
A1T643M1P572AA,34,2,5,2,0.46,7629
A1T643M1P572AA,34,3,2,6,0.46,5725
A1T643M1P572AA,34,4,5,6,0.47,4437
A1T643M1P572AA,33,1,2,3,0.19,6773
A1T643M1P572AA,33,2,5,3,0.19,7950
A1T643M1P572AA,33,3,2,4,0.19,9300
A1T643M1P572AA,33,4,5,4,0.19,3052
A1T643M1P572AA,16,1,3,3,0.22,7580
A1T643M1P572AA,16,2,4,5,0.47,10421
A1T643M1P572AA,37,1,1,1,0.19,5236
A1T643M1P572AA,37,2,2,2,0.23,9221
A1T643M1P572AA,37,3,5,1,0.23,7700
A1T643M1P572AA,37,4,5,2,0.23,8253
A1T643M1P572AA,38,1,3,6,0.46,14701
A1T643M1P572AA,38,2,5,3,0.46,5698
A1T643M1P572AA,38,3,2,3,0.46,7939
A1T643M1P572AA,38,4,3,3,0.48,4246
A1T643M1P572AA,26,1,5,3,0.23,6901
A1T643M1P572AA,26,2,5,4,0.23,2884
A1T643M1P572AA,20,1,2,1,0.23,5517
A1T643M1P572AA,20,2,6,6,0.25,7852
A1T643M1P572AA,20,3,4,3,0.26,11084
A1T643M1P572AA,20,4,3,2,0.26,5709
A1T643M1P572AA,40,1,3,3,0.24,8924
A1T643M1P572AA,40,2,4,4,0.24,5869
A1T643M1P572AA,22,1,3,3,0.24,4988
A1T643M1P572AA,22,2,3,4,0.24,5398
A1T643M1P572AA,22,3,4,3,0.26,6228
A1T643M1P572AA,22,4,4,4,0.27,2781
A1T643M1P572AA,12,1,3,5,0.2,7613
A1T643M1P572AA,12,2,5,1,0.46,4996
A1Q56N80RJLQ7S,12,1,6,1,0.23,19012
A1Q56N80RJLQ7S,12,2,3,3,0.31,6913
A1Q56N80RJLQ7S,12,3,4,2,0.6,4568
A1Q56N80RJLQ7S,12,4,5,1,1,3349
A1Q56N80RJLQ7S,40,1,1,1,0.1,6765
A1Q56N80RJLQ7S,40,2,6,6,0.27,3289
A1Q56N80RJLQ7S,40,3,5,5,0.38,3968
A1Q56N80RJLQ7S,40,4,2,2,0.97,2466
A1Q56N80RJLQ7S,24,1,6,3,0.18,7469
A1Q56N80RJLQ7S,24,2,1,3,0.56,3694
A1Q56N80RJLQ7S,15,1,5,2,0.72,13564
A1Q56N80RJLQ7S,15,2,5,3,1,2213
A1Q56N80RJLQ7S,15,3,5,4,0.96,3492
A1Q56N80RJLQ7S,15,4,4,3,1,3201
A1Q56N80RJLQ7S,11,1,2,3,0.34,3563
A1Q56N80RJLQ7S,11,2,2,4,0.53,2220
A1Q56N80RJLQ7S,30,1,3,4,0.49,5911
A1Q56N80RJLQ7S,30,2,2,4,0.68,2655
A1Q56N80RJLQ7S,22,1,2,3,0.15,3092
A1Q56N80RJLQ7S,22,2,4,3,0.37,3193
A1Q56N80RJLQ7S,28,1,3,2,0.4,14095
A1Q56N80RJLQ7S,28,2,5,2,0.5,2875
A1Q56N80RJLQ7S,2,1,1,3,0.43,4134
A1Q56N80RJLQ7S,2,2,1,4,0.53,2381
A1Q56N80RJLQ7S,33,1,3,3,0.35,3254
A1Q56N80RJLQ7S,33,2,4,4,0.46,2203
A1Q56N80RJLQ7S,7,1,3,5,0.28,7112
A1Q56N80RJLQ7S,7,2,3,4,0.44,2759
A1Q56N80RJLQ7S,8,1,4,1,0.23,3221
A1Q56N80RJLQ7S,8,2,4,2,0.43,3687
A1Q56N80RJLQ7S,39,1,2,5,0.16,3425
A1Q56N80RJLQ7S,39,2,5,5,0.65,2847
A1Q56N80RJLQ7S,31,1,5,2,0.1,3548
A1Q56N80RJLQ7S,31,2,3,2,0.19,2284
A1Q56N80RJLQ7S,31,3,2,2,0.36,2181
A1Q56N80RJLQ7S,31,4,3,3,0.42,6351
A1Q56N80RJLQ7S,10,1,5,3,0.11,3126
A1Q56N80RJLQ7S,10,2,4,6,0.4,8878
A1Q56N80RJLQ7S,10,3,3,3,0.52,4382
A1Q56N80RJLQ7S,10,4,4,5,0.6,12017
A1Q56N80RJLQ7S,38,1,5,4,0.17,3064
A1Q56N80RJLQ7S,38,2,4,5,0.22,2377
A1Q56N80RJLQ7S,38,3,3,2,0.28,2135
A1Q56N80RJLQ7S,38,4,2,3,0.89,2400
A1Q56N80RJLQ7S,9,1,5,3,0.22,2892
A1Q56N80RJLQ7S,9,2,5,2,0.27,2353
A1Q56N80RJLQ7S,9,3,4,2,0.37,2098
A1Q56N80RJLQ7S,9,4,3,2,0.39,2657
A1Q56N80RJLQ7S,18,1,6,3,0.03,4878
A1Q56N80RJLQ7S,18,2,4,1,0.04,2663
A1Q56N80RJLQ7S,18,3,5,2,0.07,8418
A1Q56N80RJLQ7S,18,4,2,5,0.15,3565
A1Q56N80RJLQ7S,35,1,2,2,0.05,2683
A1Q56N80RJLQ7S,35,2,5,5,0.14,3270
A1Q56N80RJLQ7S,35,3,5,2,0.22,2196
A1Q56N80RJLQ7S,35,4,2,5,0.24,2141
A1Q56N80RJLQ7S,29,1,4,3,0.33,3341
A1Q56N80RJLQ7S,29,2,3,4,0.42,2480
A1Q56N80RJLQ7S,6,1,6,3,0.18,4863
A1Q56N80RJLQ7S,6,2,6,4,0.28,2206
A1Q56N80RJLQ7S,3,1,4,3,0.31,3337
A1Q56N80RJLQ7S,3,2,4,4,0.33,2193
A1Q56N80RJLQ7S,3,3,3,3,0.97,2357
A1Q56N80RJLQ7S,3,4,3,4,0.98,2261
A1Q56N80RJLQ7S,5,1,5,2,0.12,3288
A1Q56N80RJLQ7S,5,2,5,3,0.39,2091
A1Q56N80RJLQ7S,5,3,5,4,0.48,2217
A1Q56N80RJLQ7S,5,4,5,5,0.53,2158
A1Q56N80RJLQ7S,34,1,5,2,0.16,3979
A1Q56N80RJLQ7S,34,2,5,5,0.33,2604
A1Q56N80RJLQ7S,19,1,3,3,0.05,2857
A1Q56N80RJLQ7S,19,2,4,4,0.09,1939
A1Q56N80RJLQ7S,17,1,2,3,0.49,3374
A1Q56N80RJLQ7S,17,2,5,4,0.83,2218
A1Q56N80RJLQ7S,20,1,4,1,0.23,5028
A1Q56N80RJLQ7S,20,2,3,6,0.3,2420
A1Q56N80RJLQ7S,32,1,2,3,0.33,6476
A1Q56N80RJLQ7S,32,2,2,4,0.41,2831
A1Q56N80RJLQ7S,32,3,1,5,0.47,2573
A1Q56N80RJLQ7S,32,4,1,2,0.58,2467
A1Q56N80RJLQ7S,1,1,3,1,0.14,3606
A1Q56N80RJLQ7S,1,2,2,2,0.22,2152
A1Q56N80RJLQ7S,1,3,1,3,0.27,2319
A1Q56N80RJLQ7S,1,4,1,4,0.3,2525
A1Q56N80RJLQ7S,21,1,4,2,0.17,2639
A1Q56N80RJLQ7S,21,2,3,3,0.37,2048
A1Q56N80RJLQ7S,21,3,2,4,0.46,2069
A1Q56N80RJLQ7S,21,4,4,4,0.61,1938
A1Q56N80RJLQ7S,37,1,2,5,0.13,2635
A1Q56N80RJLQ7S,37,2,2,2,0.31,2295
A1Q56N80RJLQ7S,37,3,5,2,0.38,2180
A1Q56N80RJLQ7S,37,4,5,5,0.46,2257
A1Q56N80RJLQ7S,25,1,2,3,0.24,2894
A1Q56N80RJLQ7S,25,2,3,2,0.34,2321
A1Q56N80RJLQ7S,25,3,4,3,0.43,2370
A1Q56N80RJLQ7S,25,4,5,3,0.51,2561
A1Q56N80RJLQ7S,26,1,3,2,0.31,2893
A1Q56N80RJLQ7S,26,2,2,3,0.38,2894
A1Q56N80RJLQ7S,13,1,4,3,0.25,2614
A1Q56N80RJLQ7S,13,2,5,2,0.34,1911
A1Q56N80RJLQ7S,14,1,4,3,0.34,2238
A1Q56N80RJLQ7S,14,2,3,3,0.4,2185
A1Q56N80RJLQ7S,27,1,3,5,0.31,2731
A1Q56N80RJLQ7S,27,2,3,4,0.37,2043
A1Q56N80RJLQ7S,27,3,5,5,0.43,2233
A1Q56N80RJLQ7S,27,4,4,5,0.51,2415
A1Q56N80RJLQ7S,36,1,2,3,0.38,2579
A1Q56N80RJLQ7S,36,2,2,2,0.59,2070
A1Q56N80RJLQ7S,4,1,3,2,0.38,2661
A1Q56N80RJLQ7S,4,2,4,3,0.53,2130
A1Q56N80RJLQ7S,4,3,2,6,0.7,2357
A1Q56N80RJLQ7S,4,4,3,5,0.84,2684
A1Q56N80RJLQ7S,23,1,2,3,0.45,2317
A1Q56N80RJLQ7S,23,2,2,2,0.52,2014
A1Q56N80RJLQ7S,23,3,1,2,0.56,2188
A1Q56N80RJLQ7S,23,4,2,4,0.63,2713
A1Q56N80RJLQ7S,16,1,3,2,0.31,2542
A1Q56N80RJLQ7S,16,2,3,3,0.41,1996
A1Q56N80RJLQ7S,16,3,3,4,0.46,1946
A1Q56N80RJLQ7S,16,4,3,5,0.55,2087
A3LFVI65XV1T46,28,1,5,2,0.31,11603
A3LFVI65XV1T46,28,2,3,5,0.55,11409
A3LFVI65XV1T46,38,1,3,6,0.32,15827
A3LFVI65XV1T46,38,2,6,3,0.59,18872
A3LFVI65XV1T46,7,1,2,3,0.29,15388
A3LFVI65XV1T46,7,2,5,3,0.46,2610
A3LFVI65XV1T46,7,3,2,5,0.59,2555
A3LFVI65XV1T46,7,4,5,5,0.9,2359
A3LFVI65XV1T46,21,1,2,4,0.3,22676
A3LFVI65XV1T46,21,2,4,2,0.58,3044
A3LFVI65XV1T46,10,1,2,2,0.19,24924
A3LFVI65XV1T46,10,2,3,6,0.37,11605
A3LFVI65XV1T46,10,3,4,6,0.56,2192
A3LFVI65XV1T46,10,4,6,5,0.64,7854
A3LFVI65XV1T46,24,1,5,4,0.24,13086
A3LFVI65XV1T46,24,2,6,3,0.35,15865
A3LFVI65XV1T46,24,3,1,3,0.5,5551
A3LFVI65XV1T46,24,4,6,4,0.74,7733
A3LFVI65XV1T46,6,1,3,1,0.19,31214
A3LFVI65XV1T46,6,2,1,3,0.29,4729
A3LFVI65XV1T46,32,1,1,2,0.19,18943
A3LFVI65XV1T46,32,2,5,3,0.34,6502
A3LFVI65XV1T46,32,3,2,4,0.47,9769
A3LFVI65XV1T46,32,4,5,4,0.61,15880
A3LFVI65XV1T46,19,1,6,3,0.27,8416
A3LFVI65XV1T46,19,2,1,1,0.41,19468
A3LFVI65XV1T46,40,1,3,3,0.24,19500
A3LFVI65XV1T46,40,2,4,4,0.51,2437
A3LFVI65XV1T46,5,1,5,1,0.21,16705
A3LFVI65XV1T46,5,2,5,6,0.37,6077
A3LFVI65XV1T46,5,3,6,1,0.43,4845
A3LFVI65XV1T46,5,4,6,6,0.5,3426
A3LFVI65XV1T46,20,1,1,1,0.28,14334
A3LFVI65XV1T46,20,2,3,3,0.64,13555
A3LFVI65XV1T46,18,1,5,2,0.32,9583
A3LFVI65XV1T46,18,2,2,5,0.54,10248
A3LFVI65XV1T46,39,1,1,5,0.3,12698
A3LFVI65XV1T46,39,2,6,5,0.43,8536
A3LFVI65XV1T46,9,1,2,1,0.28,16592
A3LFVI65XV1T46,9,2,6,3,0.49,2938
A3LFVI65XV1T46,9,3,6,1,0.55,5473
A3LFVI65XV1T46,9,4,5,3,0.66,5597
A3LFVI65XV1T46,29,1,2,4,0.31,19246
A3LFVI65XV1T46,29,2,5,3,0.39,7835
A3LFVI65XV1T46,29,3,2,5,0.48,8078
A3LFVI65XV1T46,29,4,4,2,0.56,7137
A3LFVI65XV1T46,33,1,2,4,0.28,11571
A3LFVI65XV1T46,33,2,5,3,0.47,2469
A3LFVI65XV1T46,12,1,6,1,0.22,17994
A3LFVI65XV1T46,12,2,6,5,0.37,5552
A3LFVI65XV1T46,12,3,5,1,0.49,9734
A3LFVI65XV1T46,12,4,3,5,0.67,2676
A3LFVI65XV1T46,25,1,2,3,0.22,30139
A3LFVI65XV1T46,25,2,5,4,0.35,5359
A3LFVI65XV1T46,25,3,3,1,0.5,10634
A3LFVI65XV1T46,25,4,4,6,0.74,4402
A3LFVI65XV1T46,16,1,3,2,0.21,11988
A3LFVI65XV1T46,16,2,4,5,0.35,2946
A3LFVI65XV1T46,16,3,1,4,0.52,5582
A3LFVI65XV1T46,16,4,6,3,0.72,2407
A3LFVI65XV1T46,22,1,2,3,0.17,16735
A3LFVI65XV1T46,22,2,5,4,0.33,16030
A3LFVI65XV1T46,22,3,3,4,0.45,4625
A3LFVI65XV1T46,22,4,4,3,0.64,2216
A3LFVI65XV1T46,23,1,5,4,0.19,13502
A3LFVI65XV1T46,23,2,6,5,0.31,26222
A3LFVI65XV1T46,13,1,5,2,0.38,19154
A3LFVI65XV1T46,13,2,5,5,0.73,2755
A3LFVI65XV1T46,36,1,1,1,0.22,8988
A3LFVI65XV1T46,36,2,1,6,0.45,2761
A3LFVI65XV1T46,36,3,1,4,0.68,8198
A3LFVI65XV1T46,36,4,3,3,0.78,9996
A3LFVI65XV1T46,2,1,5,3,0.23,18905
A3LFVI65XV1T46,2,2,6,5,0.42,6385
A3LFVI65XV1T46,37,1,1,1,0.19,16018
A3LFVI65XV1T46,37,2,6,6,0.33,2274
A3LFVI65XV1T46,37,3,2,2,0.39,19509
A3LFVI65XV1T46,37,4,2,5,0.53,2323
A3LFVI65XV1T46,27,1,5,5,0.15,13651
A3LFVI65XV1T46,27,2,3,2,0.3,6290
A3LFVI65XV1T46,8,1,3,4,0.13,16102
A3LFVI65XV1T46,8,2,2,4,0.65,3721
A3LFVI65XV1T46,14,1,3,3,0.2,19611
A3LFVI65XV1T46,14,2,4,4,0.5,2240
A3LFVI65XV1T46,26,1,5,3,0.17,16902
A3LFVI65XV1T46,26,2,3,5,0.35,5663
A3LFVI65XV1T46,26,3,2,4,0.47,3568
A3LFVI65XV1T46,26,4,4,2,0.58,4014
A3LFVI65XV1T46,17,1,5,4,0.19,37572
A3LFVI65XV1T46,17,2,2,3,0.32,22330
A3LFVI65XV1T46,17,3,4,1,0.43,4998
A3LFVI65XV1T46,17,4,3,6,0.53,2342
A3LFVI65XV1T46,15,1,5,2,0.27,17390
A3LFVI65XV1T46,15,2,3,4,0.34,11686
A3LFVI65XV1T46,15,3,3,2,0.48,3080
A3LFVI65XV1T46,15,4,5,4,0.71,2228
A3LFVI65XV1T46,4,1,2,1,0.35,11642
A3LFVI65XV1T46,4,2,2,6,0.66,12767
A3LFVI65XV1T46,34,1,2,2,0.33,14502
A3LFVI65XV1T46,34,2,5,2,0.53,14829
A3LFVI65XV1T46,11,1,2,3,0.22,7901
A3LFVI65XV1T46,11,2,5,6,0.77,10150
A3LFVI65XV1T46,3,1,3,3,0.3,10314
A3LFVI65XV1T46,3,2,4,4,0.56,2203
A3LFVI65XV1T46,31,1,2,4,0.4,20449
A3LFVI65XV1T46,31,2,2,1,0.77,23768
A3LFVI65XV1T46,31,3,5,3,0.8,25207
A3LFVI65XV1T46,31,4,2,6,0.86,11723
A3LFVI65XV1T46,1,1,1,4,0.36,15222
A3LFVI65XV1T46,1,2,2,3,0.69,9064
A3LFVI65XV1T46,1,3,3,1,0.79,13443
A3LFVI65XV1T46,1,4,6,3,0.92,5137
A3LFVI65XV1T46,30,1,2,5,0.23,16489
A3LFVI65XV1T46,30,2,3,5,0.35,22841
A3LFVI65XV1T46,30,3,5,4,0.51,5509
A3LFVI65XV1T46,30,4,5,2,0.72,2573
A3LFVI65XV1T46,35,1,1,1,0.19,12606
A3LFVI65XV1T46,35,2,6,1,0.31,2331
A3LFVI65XV1T46,35,3,1,6,0.51,2448
A3LFVI65XV1T46,35,4,6,6,0.73,2207
A2S64AUN7JI7ZS,10,1,2,2,0.1,7734
A2S64AUN7JI7ZS,10,2,4,6,0.24,17244
A2S64AUN7JI7ZS,10,3,6,4,0.2,18114
A2S64AUN7JI7ZS,10,4,5,5,0.17,26118
A2S64AUN7JI7ZS,31,1,5,4,0.09,146837
A2S64AUN7JI7ZS,31,2,3,3,0.13,5679
A2S64AUN7JI7ZS,16,1,3,2,0.13,9733
A2S64AUN7JI7ZS,16,2,4,5,0.18,6236
A2S64AUN7JI7ZS,16,3,4,4,0.4,3696
A2S64AUN7JI7ZS,16,4,3,3,0.62,2175
A2S64AUN7JI7ZS,13,1,5,2,0.3,9436
A2S64AUN7JI7ZS,13,2,6,5,0.59,2298
A2S64AUN7JI7ZS,13,3,5,5,0.67,2068
A2S64AUN7JI7ZS,13,4,6,2,0.73,2247
A2S64AUN7JI7ZS,34,1,2,1,0.13,59308
A2S64AUN7JI7ZS,34,2,5,5,0.13,6336
A2S64AUN7JI7ZS,14,1,3,3,0,43688
A2S64AUN7JI7ZS,14,2,4,3,0,2455
A2S64AUN7JI7ZS,32,1,1,2,0.35,8353
A2S64AUN7JI7ZS,32,2,5,4,0.46,9286
A2S64AUN7JI7ZS,32,3,6,5,0.46,5201
A2S64AUN7JI7ZS,32,4,2,3,0.46,2353
A2S64AUN7JI7ZS,12,1,3,3,0.23,11808
A2S64AUN7JI7ZS,12,2,4,2,0.23,2161
A2S64AUN7JI7ZS,12,3,5,1,0.48,3405
A2S64AUN7JI7ZS,12,4,6,1,0.48,2230
A2S64AUN7JI7ZS,7,1,2,3,0,10017
A2S64AUN7JI7ZS,7,2,3,3,0,2198
A2S64AUN7JI7ZS,29,1,2,4,0.04,10540
A2S64AUN7JI7ZS,29,2,2,5,0.15,5426
A2S64AUN7JI7ZS,29,3,4,3,0.15,5258
A2S64AUN7JI7ZS,29,4,5,3,0.15,2327
A2S64AUN7JI7ZS,20,1,6,6,0.04,14381
A2S64AUN7JI7ZS,20,2,1,1,0.04,2290
A2S64AUN7JI7ZS,2,1,6,3,0.12,8433
A2S64AUN7JI7ZS,2,2,6,4,0.12,2205
A2S64AUN7JI7ZS,2,3,1,3,0.12,2686
A2S64AUN7JI7ZS,2,4,1,4,0.53,2427
A2S64AUN7JI7ZS,38,1,1,5,0.06,12753
A2S64AUN7JI7ZS,38,2,6,3,0.06,2221
A2S64AUN7JI7ZS,23,1,1,2,0.12,6846
A2S64AUN7JI7ZS,23,2,5,4,0.12,2268
A2S64AUN7JI7ZS,33,1,3,3,0.07,4869
A2S64AUN7JI7ZS,33,2,4,4,0.07,2490
A2S64AUN7JI7ZS,9,1,5,3,0,10720
A2S64AUN7JI7ZS,9,2,6,3,0,2742
A2S64AUN7JI7ZS,9,3,6,2,0,2203
A2S64AUN7JI7ZS,9,4,5,2,0,2201
A2S64AUN7JI7ZS,35,1,2,2,0.09,8894
A2S64AUN7JI7ZS,35,2,2,5,0.27,2385
A2S64AUN7JI7ZS,35,3,5,5,0.27,2342
A2S64AUN7JI7ZS,35,4,5,2,0.73,2430
A2S64AUN7JI7ZS,4,1,2,1,0.12,4985
A2S64AUN7JI7ZS,4,2,2,6,0.12,2282
A2S64AUN7JI7ZS,17,1,1,4,0.17,7365
A2S64AUN7JI7ZS,17,2,5,4,0.14,2434
A2S64AUN7JI7ZS,19,1,1,1,0.11,3575
A2S64AUN7JI7ZS,19,2,1,4,0.11,2146
A2S64AUN7JI7ZS,19,3,3,3,0.16,11133
A2S64AUN7JI7ZS,19,4,6,3,0.16,2125
A2S64AUN7JI7ZS,30,1,2,4,0.12,10714
A2S64AUN7JI7ZS,30,2,2,5,0.12,2600
A2S64AUN7JI7ZS,21,1,2,4,0.05,8085
A2S64AUN7JI7ZS,21,2,4,2,0.08,2433
A2S64AUN7JI7ZS,21,3,3,3,0.1,2148
A2S64AUN7JI7ZS,21,4,4,4,0.1,2577
A2S64AUN7JI7ZS,25,1,2,3,0.09,8959
A2S64AUN7JI7ZS,25,2,5,4,0.09,2455
A2S64AUN7JI7ZS,28,1,5,5,0.08,6739
A2S64AUN7JI7ZS,28,2,5,2,0.08,2503
A2S64AUN7JI7ZS,15,1,3,2,0.11,4559
A2S64AUN7JI7ZS,15,2,3,3,0.39,3900
A2S64AUN7JI7ZS,18,1,6,3,0.12,10004
A2S64AUN7JI7ZS,18,2,3,6,0.12,2330
A2S64AUN7JI7ZS,18,3,1,4,0.11,2336
A2S64AUN7JI7ZS,18,4,4,1,0.11,2407
A2S64AUN7JI7ZS,6,1,5,3,0.07,8368
A2S64AUN7JI7ZS,6,2,5,4,0.05,7514
A2S64AUN7JI7ZS,36,1,3,4,0.41,5846
A2S64AUN7JI7ZS,36,2,3,3,0.57,2235
A2S64AUN7JI7ZS,27,1,6,1,0.12,8488
A2S64AUN7JI7ZS,27,2,6,6,0.15,2229
A2S64AUN7JI7ZS,27,3,5,5,0.19,2952
A2S64AUN7JI7ZS,27,4,5,2,0.19,2073
A2S64AUN7JI7ZS,40,1,2,2,0.1,7398
A2S64AUN7JI7ZS,40,2,5,5,0.04,2266
A2S64AUN7JI7ZS,1,1,3,1,0.09,5798
A2S64AUN7JI7ZS,1,2,1,4,0.2,2363
A2S64AUN7JI7ZS,1,3,6,4,0.23,4157
A2S64AUN7JI7ZS,1,4,4,6,0.23,5698
A2S64AUN7JI7ZS,3,1,3,4,0.09,8041
A2S64AUN7JI7ZS,3,2,3,3,0.09,2463
A2S64AUN7JI7ZS,3,3,4,3,0.08,2067
A2S64AUN7JI7ZS,3,4,4,4,0.04,2355
A2S64AUN7JI7ZS,37,1,1,1,0.08,4431
A2S64AUN7JI7ZS,37,2,2,5,0.08,2805
A2S64AUN7JI7ZS,37,3,5,2,0.08,2205
A2S64AUN7JI7ZS,37,4,5,5,0.06,4503
A2S64AUN7JI7ZS,24,1,5,4,0.1,10648
A2S64AUN7JI7ZS,24,2,6,3,0.23,3433
A2S64AUN7JI7ZS,22,1,3,3,0.04,5528
A2S64AUN7JI7ZS,22,2,4,4,0.08,2176
A2S64AUN7JI7ZS,22,3,2,4,0.08,8393
A2S64AUN7JI7ZS,22,4,5,3,0.07,2137
A2S64AUN7JI7ZS,39,1,1,5,0.14,7431
A2S64AUN7JI7ZS,39,2,6,2,0.14,9712
A2S64AUN7JI7ZS,11,1,5,6,0.06,5037
A2S64AUN7JI7ZS,11,2,2,3,0.3,2764
A2S64AUN7JI7ZS,26,1,5,4,0.12,5605
A2S64AUN7JI7ZS,26,2,2,3,0.18,4522
A2S64AUN7JI7ZS,26,3,3,5,0.18,2144
A2S64AUN7JI7ZS,26,4,4,2,0.18,2179
