worker,problem,example,row,col,posterior
A2EAJ7834XI2IT,34,1,2,2,0.09
A2EAJ7834XI2IT,34,2,2,5,0.27
A2EAJ7834XI2IT,34,3,5,2,0.47
A2EAJ7834XI2IT,34,4,5,5,0.7
A2EAJ7834XI2IT,3,1,3,3,0.07
A2EAJ7834XI2IT,3,2,4,4,0.21
A2EAJ7834XI2IT,3,3,3,4,0.4
A2EAJ7834XI2IT,3,4,4,3,0.61
A2EAJ7834XI2IT,37,1,2,2,0.08
A2EAJ7834XI2IT,37,2,5,5,0.24
A2EAJ7834XI2IT,37,3,2,5,0.52
A2EAJ7834XI2IT,37,4,5,2,0.71
A2EAJ7834XI2IT,38,1,1,6,0.11
A2EAJ7834XI2IT,38,2,6,1,0.23
A2EAJ7834XI2IT,38,3,3,2,0.42
A2EAJ7834XI2IT,38,4,3,6,0.5
A2EAJ7834XI2IT,36,1,1,1,0.16
A2EAJ7834XI2IT,36,2,3,1,0.3
A2EAJ7834XI2IT,36,3,3,6,0.74
A2EAJ7834XI2IT,36,4,1,6,1
A2EAJ7834XI2IT,20,1,1,1,0.06
A2EAJ7834XI2IT,20,2,5,2,0.23
A2EAJ7834XI2IT,20,3,2,5,0.34
A2EAJ7834XI2IT,20,4,4,4,0.45
A2EAJ7834XI2IT,10,1,1,5,0.07
A2EAJ7834XI2IT,10,2,6,4,0.17
A2EAJ7834XI2IT,10,3,5,3,0.4
A2EAJ7834XI2IT,10,4,2,2,0.7
A2EAJ7834XI2IT,25,1,2,4,0.3
A2EAJ7834XI2IT,25,2,3,6,0.67
A2EAJ7834XI2IT,25,3,5,3,0.79
A2EAJ7834XI2IT,25,4,3,1,0.94
A3R5OJR60C6004,12,1,3,5,0.04
A3R5OJR60C6004,12,2,6,1,0.41
A3R5OJR60C6004,12,3,4,2,1
A3R5OJR60C6004,12,4,3,3,1
A3R5OJR60C6004,10,1,1,5,0.02
A3R5OJR60C6004,10,2,2,2,0.29
A3R5OJR60C6004,10,3,6,5,0.74
A3R5OJR60C6004,10,4,6,2,1
A3R5OJR60C6004,26,1,3,2,0.04
A3R5OJR60C6004,26,2,4,5,0.09
A3R5OJR60C6004,26,3,2,4,0.33
A3R5OJR60C6004,26,4,5,3,0.62
A3R5OJR60C6004,30,1,2,5,0.06
A3R5OJR60C6004,30,2,5,4,0.25
A3R5OJR60C6004,30,3,5,2,0.81
A3R5OJR60C6004,30,4,2,4,1
A3R5OJR60C6004,31,1,2,1,0.02
A3R5OJR60C6004,31,2,3,6,0.51
A3R5OJR60C6004,31,3,5,1,0.76
A3R5OJR60C6004,31,4,5,6,0.76
A3R5OJR60C6004,9,1,2,1,0.07
A3R5OJR60C6004,9,2,6,3,0.25
A3R5OJR60C6004,9,3,5,3,1
A3R5OJR60C6004,9,4,2,2,1
A3R5OJR60C6004,14,1,3,3,0.06
A3R5OJR60C6004,14,2,4,4,1
A3R5OJR60C6004,14,3,3,4,1
A3R5OJR60C6004,14,4,4,3,1
A3R5OJR60C6004,1,1,1,3,0.03
A3R5OJR60C6004,1,2,6,4,0.48
A3R5OJR60C6004,1,3,1,4,1
A3R5OJR60C6004,1,4,6,3,1
A3R5OJR60C6004,8,1,2,4,0.18
A3R5OJR60C6004,8,2,2,3,0.4
A3R5OJR60C6004,8,3,4,1,1
A3R5OJR60C6004,8,4,3,1,1
A3R5OJR60C6004,4,1,2,1,0.03
A3R5OJR60C6004,4,2,4,3,0.47
A3R5OJR60C6004,4,3,2,6,0.99
A3R5OJR60C6004,4,4,4,4,0.99
A3R5OJR60C6004,18,1,5,2,0.05
A3R5OJR60C6004,18,2,2,5,0.32
A3R5OJR60C6004,18,3,1,4,0.45
A3R5OJR60C6004,18,4,6,3,0.61
A3R5OJR60C6004,34,1,2,2,0.02
A3R5OJR60C6004,34,2,2,5,0.21
A3R5OJR60C6004,34,3,3,2,0.67
A3R5OJR60C6004,34,4,3,5,1
A3R5OJR60C6004,36,1,1,1,0.06
A3R5OJR60C6004,36,2,3,6,0.99
A3R5OJR60C6004,36,3,3,1,1
A3R5OJR60C6004,36,4,1,6,1
A3R5OJR60C6004,40,1,1,1,0.04
A3R5OJR60C6004,40,2,3,3,0.35
A3R5OJR60C6004,40,3,4,4,0.48
A3R5OJR60C6004,40,4,6,6,0.71
A3R5OJR60C6004,39,1,1,5,0.02
A3R5OJR60C6004,39,2,2,2,1
A3R5OJR60C6004,39,3,6,2,1
A3R5OJR60C6004,39,4,6,5,1
A3R5OJR60C6004,19,1,1,4,0.17
A3R5OJR60C6004,19,2,5,2,0.26
A3R5OJR60C6004,19,3,3,3,0.61
A3R5OJR60C6004,19,4,4,4,0.68
A3R5OJR60C6004,20,1,5,2,0.24
A3R5OJR60C6004,20,2,1,1,0.35
A3R5OJR60C6004,20,3,2,5,0.8
A3R5OJR60C6004,20,4,6,6,0.89
A3R5OJR60C6004,27,1,5,5,0.12
A3R5OJR60C6004,27,2,5,2,0.29
A3R5OJR60C6004,27,3,6,6,0.67
A3R5OJR60C6004,27,4,3,5,1
A3R5OJR60C6004,16,1,3,2,0.09
A3R5OJR60C6004,16,2,2,3,0.39
A3R5OJR60C6004,16,3,4,5,0.79
A3R5OJR60C6004,16,4,5,4,0.99
A3R5OJR60C6004,13,1,4,3,0.07
A3R5OJR60C6004,13,2,5,2,0.59
A3R5OJR60C6004,13,3,5,5,1
A3R5OJR60C6004,13,4,4,4,1
A2A5HAPJD18TRU,18,1,5,2,0.1
A2A5HAPJD18TRU,18,2,6,3,0.18
A2A5HAPJD18TRU,18,3,2,5,0.29
A2A5HAPJD18TRU,18,4,3,6,0.39
A2A5HAPJD18TRU,37,1,2,2,0.17
A2A5HAPJD18TRU,37,2,2,5,0.33
A2A5HAPJD18TRU,37,3,5,2,0.43
A2A5HAPJD18TRU,37,4,5,5,0.62
A2A5HAPJD18TRU,16,1,1,3,0.32
A2A5HAPJD18TRU,16,2,3,2,0.85
A2A5HAPJD18TRU,16,3,3,5,0.89
A2A5HAPJD18TRU,16,4,6,4,0.92
A2A5HAPJD18TRU,23,1,6,2,0.16
A2A5HAPJD18TRU,23,2,1,5,0.27
A2A5HAPJD18TRU,23,3,1,2,0.37
A2A5HAPJD18TRU,23,4,6,5,0.59
A2A5HAPJD18TRU,22,1,2,3,0.43
A2A5HAPJD18TRU,22,2,2,4,0.58
A2A5HAPJD18TRU,22,3,5,3,0.67
A2A5HAPJD18TRU,22,4,5,4,0.95
A2A5HAPJD18TRU,33,1,2,3,0.49
A2A5HAPJD18TRU,33,2,2,4,0.59
A2A5HAPJD18TRU,33,3,5,3,0.77
A2A5HAPJD18TRU,33,4,5,4,0.98
A2A5HAPJD18TRU,31,1,2,1,0.08
A2A5HAPJD18TRU,31,2,2,6,0.54
A2A5HAPJD18TRU,31,3,5,1,0.68
A2A5HAPJD18TRU,31,4,5,6,0.8
A2A5HAPJD18TRU,8,1,3,1,0.64
A2A5HAPJD18TRU,8,2,2,3,0.95
A2A5HAPJD18TRU,8,3,2,4,0.95
A2A5HAPJD18TRU,8,4,6,4,1
A2A5HAPJD18TRU,24,1,3,2,0.22
A2A5HAPJD18TRU,24,2,2,3,0.81
A2A5HAPJD18TRU,24,3,2,4,0.9
A2A5HAPJD18TRU,24,4,3,5,1
A2A5HAPJD18TRU,10,1,6,2,0.41
A2A5HAPJD18TRU,10,2,4,2,0.84
A2A5HAPJD18TRU,10,3,6,5,0.84
A2A5HAPJD18TRU,10,4,4,6,0.96
A2A5HAPJD18TRU,5,1,5,1,0.83
A2A5HAPJD18TRU,5,2,5,6,0.9
A2A5HAPJD18TRU,5,3,6,1,0.93
A2A5HAPJD18TRU,5,4,6,6,1
A2A5HAPJD18TRU,17,1,5,4,0.1
A2A5HAPJD18TRU,17,2,4,1,0.47
A2A5HAPJD18TRU,17,3,2,3,0.74
A2A5HAPJD18TRU,17,4,3,6,0.9
A2A5HAPJD18TRU,13,1,4,3,0.63
A2A5HAPJD18TRU,13,2,4,4,0.66
A2A5HAPJD18TRU,13,3,5,2,0.9
A2A5HAPJD18TRU,13,4,5,5,0.99
A2A5HAPJD18TRU,40,1,1,1,0.19
A2A5HAPJD18TRU,40,2,2,2,0.49
A2A5HAPJD18TRU,40,3,5,5,0.86
A2A5HAPJD18TRU,40,4,6,6,1
A2A5HAPJD18TRU,19,1,4,1,0.14
A2A5HAPJD18TRU,19,2,1,1,0.36
A2A5HAPJD18TRU,19,3,1,4,0.48
A2A5HAPJD18TRU,19,4,6,6,0.51
A2A5HAPJD18TRU,34,1,5,1,0.03
A2A5HAPJD18TRU,34,2,5,2,0.19
A2A5HAPJD18TRU,34,3,5,5,0.75
A2A5HAPJD18TRU,34,4,5,6,1
A2A5HAPJD18TRU,28,1,5,2,0.13
A2A5HAPJD18TRU,28,2,3,2,0.49
A2A5HAPJD18TRU,28,3,3,5,0.64
A2A5HAPJD18TRU,28,4,5,5,0.66
A2A5HAPJD18TRU,6,1,3,1,0.3
A2A5HAPJD18TRU,6,2,1,3,0.47
A2A5HAPJD18TRU,6,3,3,6,0.69
A2A5HAPJD18TRU,6,4,6,4,0.84
A2A5HAPJD18TRU,2,1,1,2,0.52
A2A5HAPJD18TRU,2,2,6,2,0.92
A2A5HAPJD18TRU,2,3,1,5,0.92
A2A5HAPJD18TRU,2,4,6,5,1
A2A5HAPJD18TRU,38,1,4,1,0.27
A2A5HAPJD18TRU,38,2,1,4,0.45
A2A5HAPJD18TRU,38,3,6,3,0.83
A2A5HAPJD18TRU,38,4,3,6,0.93
ADVJB810K4OYR,33,1,2,3,0.27
ADVJB810K4OYR,33,2,5,4,0.39
ADVJB810K4OYR,33,3,4,3,0.56
ADVJB810K4OYR,33,4,2,4,0.7
ADVJB810K4OYR,11,1,2,3,0.32
ADVJB810K4OYR,11,2,4,3,0.36
ADVJB810K4OYR,11,3,6,3,0.44
ADVJB810K4OYR,11,4,6,6,0.76
ADVJB810K4OYR,16,1,1,3,0.44
ADVJB810K4OYR,16,2,3,2,0.49
ADVJB810K4OYR,16,3,5,4,0.56
ADVJB810K4OYR,16,4,4,5,0.56
ADVJB810K4OYR,17,1,3,6,0.29
ADVJB810K4OYR,17,2,1,4,0.41
ADVJB810K4OYR,17,3,4,1,0.46
ADVJB810K4OYR,17,4,6,3,0.5
ADVJB810K4OYR,31,1,2,1,0.37
ADVJB810K4OYR,31,2,3,4,0.42
ADVJB810K4OYR,31,3,5,6,0.47
ADVJB810K4OYR,31,4,5,1,0.51
ADVJB810K4OYR,24,1,1,3,0.33
ADVJB810K4OYR,24,2,3,2,0.41
ADVJB810K4OYR,24,3,4,5,0.45
ADVJB810K4OYR,24,4,5,3,0.49
ADVJB810K4OYR,3,1,3,3,0.36
ADVJB810K4OYR,3,2,4,4,0.47
ADVJB810K4OYR,3,3,4,3,0.52
ADVJB810K4OYR,3,4,3,4,0.14
ADVJB810K4OYR,25,1,2,3,0.36
ADVJB810K4OYR,25,2,3,1,0.43
ADVJB810K4OYR,25,3,5,4,0.47
ADVJB810K4OYR,25,4,4,6,0.52
ADVJB810K4OYR,8,1,2,3,0.39
ADVJB810K4OYR,8,2,4,1,0.44
ADVJB810K4OYR,8,3,6,4,0.48
ADVJB810K4OYR,8,4,6,2,0.54
ADVJB810K4OYR,13,1,4,3,0.31
ADVJB810K4OYR,13,2,5,5,0.35
ADVJB810K4OYR,13,3,6,2,0.46
ADVJB810K4OYR,13,4,6,5,0.53
ADVJB810K4OYR,26,1,2,3,0.19
ADVJB810K4OYR,26,2,5,4,0.29
ADVJB810K4OYR,26,3,4,2,0.38
ADVJB810K4OYR,26,4,3,5,0.47
ADVJB810K4OYR,30,1,2,4,0.21
ADVJB810K4OYR,30,2,5,4,0.49
ADVJB810K4OYR,30,3,4,2,0.56
ADVJB810K4OYR,30,4,5,2,0.77
ADVJB810K4OYR,18,1,1,4,0.17
ADVJB810K4OYR,18,2,5,2,0.28
ADVJB810K4OYR,18,3,4,1,0.42
ADVJB810K4OYR,18,4,6,3,0.55
ADVJB810K4OYR,10,1,2,2,0.25
ADVJB810K4OYR,10,2,1,5,0.33
ADVJB810K4OYR,10,3,6,5,0.42
ADVJB810K4OYR,10,4,6,2,0.61
ADVJB810K4OYR,15,1,3,2,0.23
ADVJB810K4OYR,15,2,5,4,0.33
ADVJB810K4OYR,15,3,5,2,0.42
ADVJB810K4OYR,15,4,3,4,0.7
ADVJB810K4OYR,14,1,3,3,0.38
ADVJB810K4OYR,14,2,4,4,0.44
ADVJB810K4OYR,14,3,4,3,0.59
ADVJB810K4OYR,14,4,3,4,0.84
ADVJB810K4OYR,7,1,2,3,0.27
ADVJB810K4OYR,7,2,5,5,0.42
ADVJB810K4OYR,7,3,5,3,0.52
ADVJB810K4OYR,7,4,2,5,0.8
ADVJB810K4OYR,32,1,1,2,0.29
ADVJB810K4OYR,32,2,6,2,0.44
ADVJB810K4OYR,32,3,1,5,0.61
ADVJB810K4OYR,32,4,6,5,0.86
ADVJB810K4OYR,35,1,1,1,0.29
ADVJB810K4OYR,35,2,6,6,0.4
ADVJB810K4OYR,35,3,1,6,0.54
ADVJB810K4OYR,35,4,6,1,0.67
ADVJB810K4OYR,28,1,5,2,0.16
ADVJB810K4OYR,28,2,3,2,0.39
ADVJB810K4OYR,28,3,3,5,0.61
ADVJB810K4OYR,28,4,5,5,0.81
ASN324YSQ02MH,9,1,2,1,0.16
ASN324YSQ02MH,9,2,5,3,0.3
ASN324YSQ02MH,9,3,6,3,0.45
ASN324YSQ02MH,9,4,4,2,0.84
ASN324YSQ02MH,28,1,5,2,0.04
ASN324YSQ02MH,28,2,3,2,0.17
ASN324YSQ02MH,28,3,3,5,0.52
ASN324YSQ02MH,28,4,5,5,0.86
ASN324YSQ02MH,3,1,3,3,0
ASN324YSQ02MH,3,2,4,3,0.15
ASN324YSQ02MH,3,3,3,4,0.55
ASN324YSQ02MH,3,4,4,4,1
ASN324YSQ02MH,6,1,1,3,0.1
ASN324YSQ02MH,6,2,3,1,0.35
ASN324YSQ02MH,6,3,5,3,0.5
ASN324YSQ02MH,6,4,3,5,0.73
ASN324YSQ02MH,26,1,2,3,0
ASN324YSQ02MH,26,2,3,2,0.14
ASN324YSQ02MH,26,3,3,5,0.22
ASN324YSQ02MH,26,4,5,4,0.62
ASN324YSQ02MH,14,1,3,3,0.23
ASN324YSQ02MH,14,2,4,4,0.47
ASN324YSQ02MH,14,3,4,3,0.64
ASN324YSQ02MH,14,4,3,4,1
ASN324YSQ02MH,4,1,2,1,0.04
ASN324YSQ02MH,4,2,2,6,0.13
ASN324YSQ02MH,4,3,3,2,0.41
ASN324YSQ02MH,4,4,3,5,1
ASN324YSQ02MH,17,1,1,4,0.07
ASN324YSQ02MH,17,2,3,6,0.3
ASN324YSQ02MH,17,3,5,4,0.51
ASN324YSQ02MH,17,4,4,1,0.62
ASN324YSQ02MH,15,1,3,2,0.07
ASN324YSQ02MH,15,2,3,4,0.47
ASN324YSQ02MH,15,3,5,4,0.72
ASN324YSQ02MH,15,4,5,2,1
ASN324YSQ02MH,25,1,3,1,0.2
ASN324YSQ02MH,25,2,2,4,0.37
ASN324YSQ02MH,25,3,4,6,0.48
ASN324YSQ02MH,25,4,5,3,0.59
ASN324YSQ02MH,32,1,1,2,0.08
ASN324YSQ02MH,32,2,2,4,0.3
ASN324YSQ02MH,32,3,5,3,0.45
ASN324YSQ02MH,32,4,6,5,0.63
ASN324YSQ02MH,31,1,2,1,0.06
ASN324YSQ02MH,31,2,3,6,0.27
ASN324YSQ02MH,31,3,5,1,0.45
ASN324YSQ02MH,31,4,5,6,0.79
ASN324YSQ02MH,27,1,3,2,0.12
ASN324YSQ02MH,27,2,5,5,0.3
ASN324YSQ02MH,27,3,5,2,0.39
ASN324YSQ02MH,27,4,6,6,0.68
ASN324YSQ02MH,34,1,2,1,0.09
ASN324YSQ02MH,34,2,5,2,0.38
ASN324YSQ02MH,34,3,3,5,0.62
ASN324YSQ02MH,34,4,5,5,0.87
ASN324YSQ02MH,19,1,1,1,0.43
ASN324YSQ02MH,19,2,6,6,0.36
ASN324YSQ02MH,19,3,1,4,0.56
ASN324YSQ02MH,19,4,6,3,0.69
ASN324YSQ02MH,20,1,2,5,0.06
ASN324YSQ02MH,20,2,1,1,0.16
ASN324YSQ02MH,20,3,5,2,0.31
ASN324YSQ02MH,20,4,6,5,0.58
ASN324YSQ02MH,23,1,1,2,0.1
ASN324YSQ02MH,23,2,6,5,0.18
ASN324YSQ02MH,23,3,5,2,0.25
ASN324YSQ02MH,23,4,2,4,0.66
ASN324YSQ02MH,13,1,4,3,0.05
ASN324YSQ02MH,13,2,6,2,0.7
ASN324YSQ02MH,13,3,6,5,1
ASN324YSQ02MH,13,4,4,4,1
ASN324YSQ02MH,8,1,2,4,0.08
ASN324YSQ02MH,8,2,3,1,0.13
ASN324YSQ02MH,8,3,2,3,0.45
ASN324YSQ02MH,8,4,4,1,0.86
ASN324YSQ02MH,35,1,2,2,0.09
ASN324YSQ02MH,35,2,2,5,0.81
ASN324YSQ02MH,35,3,5,2,0.9
ASN324YSQ02MH,35,4,5,5,1
AUEJMX0TY8E0G,40,1,1,1,0.18
AUEJMX0TY8E0G,40,2,6,6,0.32
AUEJMX0TY8E0G,40,3,3,3,0.39
AUEJMX0TY8E0G,40,4,4,4,0.7
AUEJMX0TY8E0G,32,1,1,2,0.08
AUEJMX0TY8E0G,32,2,2,4,0.14
AUEJMX0TY8E0G,32,3,6,5,0.24
AUEJMX0TY8E0G,32,4,5,3,0.32
AUEJMX0TY8E0G,30,1,2,5,0.06
AUEJMX0TY8E0G,30,2,3,4,0.1
AUEJMX0TY8E0G,30,3,4,2,0.2
AUEJMX0TY8E0G,30,4,5,4,0.28
AUEJMX0TY8E0G,20,1,6,6,0.13
AUEJMX0TY8E0G,20,2,2,1,0.17
AUEJMX0TY8E0G,20,3,2,5,0.21
AUEJMX0TY8E0G,20,4,5,2,0.29
AUEJMX0TY8E0G,36,1,1,1,0.17
AUEJMX0TY8E0G,36,2,3,6,0.23
AUEJMX0TY8E0G,36,3,3,1,0.35
AUEJMX0TY8E0G,36,4,1,6,0.76
AUEJMX0TY8E0G,23,1,5,5,0.05
AUEJMX0TY8E0G,23,2,2,2,0.1
AUEJMX0TY8E0G,23,3,1,5,0.16
AUEJMX0TY8E0G,23,4,6,2,0.27
AUEJMX0TY8E0G,24,1,4,5,0.05
AUEJMX0TY8E0G,24,2,3,2,0.08
AUEJMX0TY8E0G,24,3,2,4,0.15
AUEJMX0TY8E0G,24,4,6,3,0.28
AUEJMX0TY8E0G,38,1,1,6,0.08
AUEJMX0TY8E0G,38,2,1,4,0.13
AUEJMX0TY8E0G,38,3,5,4,0.2
AUEJMX0TY8E0G,38,4,6,1,0.26
AUEJMX0TY8E0G,7,1,2,3,0.08
AUEJMX0TY8E0G,7,2,5,5,0.13
AUEJMX0TY8E0G,7,3,2,5,0.4
AUEJMX0TY8E0G,7,4,5,3,0.81
AUEJMX0TY8E0G,6,1,4,5,0.08
AUEJMX0TY8E0G,6,2,6,3,0.12
AUEJMX0TY8E0G,6,3,3,2,0.17
AUEJMX0TY8E0G,6,4,1,4,0.3
AUEJMX0TY8E0G,4,1,2,6,0.1
AUEJMX0TY8E0G,4,2,3,2,0.17
AUEJMX0TY8E0G,4,3,6,1,0.23
AUEJMX0TY8E0G,4,4,6,6,0.4
AUEJMX0TY8E0G,37,1,2,2,0.07
AUEJMX0TY8E0G,37,2,1,6,0.13
AUEJMX0TY8E0G,37,3,5,6,0.2
AUEJMX0TY8E0G,37,4,6,1,0.25
AUEJMX0TY8E0G,18,1,1,4,0.04
AUEJMX0TY8E0G,18,2,3,6,0.11
AUEJMX0TY8E0G,18,3,4,1,0.2
AUEJMX0TY8E0G,18,4,2,5,0.48
AUEJMX0TY8E0G,15,1,3,2,0.1
AUEJMX0TY8E0G,15,2,3,4,0.2
AUEJMX0TY8E0G,15,3,5,2,0.41
AUEJMX0TY8E0G,15,4,5,4,0.83
AUEJMX0TY8E0G,14,1,3,3,0.05
AUEJMX0TY8E0G,14,2,3,4,0.16
AUEJMX0TY8E0G,14,3,4,3,0.71
AUEJMX0TY8E0G,14,4,4,4,1
AUEJMX0TY8E0G,34,1,5,5,0.05
AUEJMX0TY8E0G,34,2,5,1,0.13
AUEJMX0TY8E0G,34,3,3,6,0.18
AUEJMX0TY8E0G,34,4,2,2,0.34
AUEJMX0TY8E0G,10,1,1,5,0.05
AUEJMX0TY8E0G,10,2,2,2,0.13
AUEJMX0TY8E0G,10,3,6,2,0.16
AUEJMX0TY8E0G,10,4,5,5,0.2
AUEJMX0TY8E0G,16,1,3,5,0.05
AUEJMX0TY8E0G,16,2,4,2,0.09
AUEJMX0TY8E0G,16,3,1,3,0.42
AUEJMX0TY8E0G,16,4,6,4,0.64
AUEJMX0TY8E0G,33,1,2,4,0.17
AUEJMX0TY8E0G,33,2,3,3,0.26
AUEJMX0TY8E0G,33,3,5,4,0.53
AUEJMX0TY8E0G,33,4,5,3,0.65
AUEJMX0TY8E0G,21,1,4,4,0.2
AUEJMX0TY8E0G,21,2,4,2,0.26
AUEJMX0TY8E0G,21,3,2,4,0.34
AUEJMX0TY8E0G,21,4,4,3,0.55
AIZ4C8S4DW2WG,7,1,5,3,0.11
AIZ4C8S4DW2WG,7,2,2,5,0.5
AIZ4C8S4DW2WG,7,3,2,3,0.76
AIZ4C8S4DW2WG,7,4,5,5,0.88
AIZ4C8S4DW2WG,4,1,2,1,0.46
AIZ4C8S4DW2WG,4,2,2,6,0.88
AIZ4C8S4DW2WG,4,3,6,1,0.98
AIZ4C8S4DW2WG,4,4,6,6,0.75
AIZ4C8S4DW2WG,31,1,2,1,0.68
AIZ4C8S4DW2WG,31,2,2,6,0.68
AIZ4C8S4DW2WG,31,3,5,1,0.73
AIZ4C8S4DW2WG,31,4,5,6,0.76
AIZ4C8S4DW2WG,29,1,4,2,0.62
AIZ4C8S4DW2WG,29,2,2,5,0.68
AIZ4C8S4DW2WG,29,3,5,5,0.68
AIZ4C8S4DW2WG,29,4,5,2,0.74
AIZ4C8S4DW2WG,36,1,1,1,0.71
AIZ4C8S4DW2WG,36,2,3,6,0.71
AIZ4C8S4DW2WG,36,3,3,1,0.71
AIZ4C8S4DW2WG,36,4,1,6,0.78
AIZ4C8S4DW2WG,26,1,3,2,0.58
AIZ4C8S4DW2WG,26,2,5,4,0.61
AIZ4C8S4DW2WG,26,3,3,5,0.72
AIZ4C8S4DW2WG,26,4,2,4,0.75
AIZ4C8S4DW2WG,16,1,4,5,0.62
AIZ4C8S4DW2WG,16,2,1,3,0.83
AIZ4C8S4DW2WG,16,3,6,3,0.83
AIZ4C8S4DW2WG,16,4,1,4,0.87
AIZ4C8S4DW2WG,23,1,1,2,0.62
AIZ4C8S4DW2WG,23,2,2,4,0.62
AIZ4C8S4DW2WG,23,3,5,3,0.8
AIZ4C8S4DW2WG,23,4,6,5,0.75
AIZ4C8S4DW2WG,27,1,5,2,0.73
AIZ4C8S4DW2WG,27,2,5,6,0.69
AIZ4C8S4DW2WG,27,3,3,4,0.82
AIZ4C8S4DW2WG,27,4,6,6,0.82
AIZ4C8S4DW2WG,17,1,1,4,0.75
AIZ4C8S4DW2WG,17,2,6,3,0.75
AIZ4C8S4DW2WG,17,3,3,6,0.84
AIZ4C8S4DW2WG,17,4,2,3,0.84
AIZ4C8S4DW2WG,19,1,1,4,0.78
AIZ4C8S4DW2WG,19,2,4,4,0.78
AIZ4C8S4DW2WG,19,3,4,1,0.78
AIZ4C8S4DW2WG,19,4,6,6,0.81
AIZ4C8S4DW2WG,39,1,1,2,0.93
AIZ4C8S4DW2WG,39,2,5,5,1
AIZ4C8S4DW2WG,39,3,2,5,1
AIZ4C8S4DW2WG,39,4,6,2,0.76
AIZ4C8S4DW2WG,18,1,1,4,0.77
AIZ4C8S4DW2WG,18,2,6,3,0.76
AIZ4C8S4DW2WG,18,3,4,1,0.82
AIZ4C8S4DW2WG,18,4,3,6,0.95
AIZ4C8S4DW2WG,8,1,3,1,0.97
AIZ4C8S4DW2WG,8,2,2,4,0.97
AIZ4C8S4DW2WG,8,3,6,4,0.61
AIZ4C8S4DW2WG,8,4,6,2,0.87
AIZ4C8S4DW2WG,14,1,3,3,0.76
AIZ4C8S4DW2WG,14,2,3,4,0.87
AIZ4C8S4DW2WG,14,3,4,3,0.95
AIZ4C8S4DW2WG,14,4,4,4,1
AIZ4C8S4DW2WG,33,1,2,3,0.74
AIZ4C8S4DW2WG,33,2,2,4,0.77
AIZ4C8S4DW2WG,33,3,5,3,0.77
AIZ4C8S4DW2WG,33,4,5,4,0.87
AIZ4C8S4DW2WG,20,1,1,1,0.53
AIZ4C8S4DW2WG,20,2,2,5,0.7
AIZ4C8S4DW2WG,20,3,3,6,0.88
AIZ4C8S4DW2WG,20,4,5,2,0.88
AIZ4C8S4DW2WG,25,1,2,3,0.91
AIZ4C8S4DW2WG,25,2,2,4,0.9
AIZ4C8S4DW2WG,25,3,5,4,0.9
AIZ4C8S4DW2WG,25,4,3,6,1
AIZ4C8S4DW2WG,24,1,1,3,0.74
AIZ4C8S4DW2WG,24,2,6,4,0.88
AIZ4C8S4DW2WG,24,3,6,3,0.91
AIZ4C8S4DW2WG,24,4,1,4,0.97
AIZ4C8S4DW2WG,30,1,4,2,0.77
AIZ4C8S4DW2WG,30,2,2,5,0.81
AIZ4C8S4DW2WG,30,3,5,4,0.81
AIZ4C8S4DW2WG,30,4,3,4,0.81
A1AF25FCVKC87X,21,1,4,4,0.47
A1AF25FCVKC87X,21,2,4,2,0.57
A1AF25FCVKC87X,21,3,2,4,0.67
A1AF25FCVKC87X,21,4,3,3,0.65
A1AF25FCVKC87X,18,1,5,2,0.62
A1AF25FCVKC87X,18,2,2,5,0.66
A1AF25FCVKC87X,18,3,3,6,0.7
A1AF25FCVKC87X,18,4,4,1,0.7
A1AF25FCVKC87X,20,1,1,1,0.55
A1AF25FCVKC87X,20,2,6,5,0.58
A1AF25FCVKC87X,20,3,2,5,0.65
A1AF25FCVKC87X,20,4,4,3,0.68
A1AF25FCVKC87X,26,1,3,2,0.42
A1AF25FCVKC87X,26,2,2,4,0.45
A1AF25FCVKC87X,26,3,5,3,0.47
A1AF25FCVKC87X,26,4,3,5,0.49
A1AF25FCVKC87X,9,1,2,1,0.48
A1AF25FCVKC87X,9,2,4,2,0.54
A1AF25FCVKC87X,9,3,5,3,0.55
A1AF25FCVKC87X,9,4,6,3,0.56
A1AF25FCVKC87X,2,1,1,2,0.41
A1AF25FCVKC87X,2,2,6,2,1
A1AF25FCVKC87X,2,3,1,5,1
A1AF25FCVKC87X,2,4,6,5,1
A1AF25FCVKC87X,19,1,3,3,0.47
A1AF25FCVKC87X,19,2,1,4,0.58
A1AF25FCVKC87X,19,3,6,3,0.63
A1AF25FCVKC87X,19,4,6,6,0.64
A1AF25FCVKC87X,16,1,3,3,0.51
A1AF25FCVKC87X,16,2,1,4,0.59
A1AF25FCVKC87X,16,3,4,5,0.6
A1AF25FCVKC87X,16,4,6,3,1
A1AF25FCVKC87X,10,1,4,6,0.53
A1AF25FCVKC87X,10,2,3,4,1
A1AF25FCVKC87X,10,3,4,3,1
A1AF25FCVKC87X,10,4,6,4,1
A1AF25FCVKC87X,25,1,3,6,0.48
A1AF25FCVKC87X,25,2,5,4,0.56
A1AF25FCVKC87X,25,3,3,1,0.65
A1AF25FCVKC87X,25,4,2,3,0.65
A1AF25FCVKC87X,31,1,3,4,0.64
A1AF25FCVKC87X,31,2,2,6,1
A1AF25FCVKC87X,31,3,5,3,1
A1AF25FCVKC87X,31,4,2,1,1
A1AF25FCVKC87X,23,1,5,4,0.59
A1AF25FCVKC87X,23,2,2,3,0.71
A1AF25FCVKC87X,23,3,1,2,1
